hometown,count
"Tulsa, Okla.",6
"Tulsa, Oklahoma",1
"Tumwater, Wash.",1
"Tunkhannock, Pa.",1
Turlock,1
"Turlock, Calif.",1
"Turlock, California",1
"Turner, Ore.",1
"Tuscaloosa, Al",2
"Tuscaloosa, Ala.",4
"Tuscola, Ill.",2
"Tuscon, Ariz.",1
"Tustin, Ca",1
"Tustin, Calif.",3
"Tuxedo, Ny",1
"Twin Falls, Idaho",1
"Twin Lakes, Wis.",1
"Twinsburg, Oh",1
"Tyler, Texas",3
"Tyrone, Ga.",1
"Tyrone, Pa.",5
"Ulysses, Ks",1
"Umbarger, Texas",1
Union City,2
"Union Grove, Wis.",1
"Union Mills, Ind.",1
"Union Springs, Ny",1
"Union, Ky.",2
"Union, Mo.",1
"Union, N.j.",1
"Union, Nj",2
Uniontown,1
"Uniontown, Pa.",2
"Universal City, Texas",1
"University Place, Wa",2
"Upland, Ca",1
"Upland, Calif.",1
"Upper Arlington, Ohio",1
"Upper Marlboro, Md",3
"Upper Marlboro, Md.",1
"Upton, Wyo.",1
Urbana,1
"Urbana, Md",1
"Urbana, Md.",1
"Urbandale, Ia",1
"Urbandale, Iowa",3
Vacaville,3
"Vacaville, Calif.",2
"Vadnais Heights, Minn.",2
"Valdosta, Ga.",1
Valencia,1
"Valencia, Ca",1
"Valencia, Calif.",2
"Valley Center, Ks",2
Valley Glen,1
"Valley Springs, Calif.",1
"Valleyford, Wash.",1
"Valparaiso, Ind.",2
"Valrico, Fl",1
"Valrico, Fla.",3
"Van Alstyne, Texas",4
"Van Buren, Ar",1
"Van Nuys, Calif.",1
"Vancleave, Miss.",1
"Vancouver, B.c.",1
"Vancouver, Wa",2
"Vancouver, Wash.",2
"Vega Alta, Puerto Rico",1
"Vega Baja, Puerto Rico",3
"Venice, Fla.",1
"Ventura, Calif.",1
"Venus, Pa.",1
"Vergennes, Vt",1
"Vermilion, Oh",1
"Vermilion, Ohio",1
"Vermontville, Mich.",1
"Vernon, N.j.",1
"Vero Beach, Fla.",2
"Verona, N.j.",2
"Verona, N.y.",1
"Verona, Nj",1
"Verona, Wis.",2
"Versailles, Kentucky",1
"Versailles, Ky.",2
"Versailles, Ohio",1
"Vestal, N.y.",2
"Veteran, Alb Canada",1
"Victor, N.y.",3
"Victor, Ny",1
"Victoria, B.c.",2
"Victoria, Bc, Canada",1
"Victoria, Minn.",2
"Victoria, Mn",1
"Victoria, Texas",1
"Vidin, Bulgaria",1
"Vienna, Texas",1
"Vienna, Va.",3
"Villa Hills, Ky.",1
"Villa Park, Calif.",1
"Villa Park, Ill.",1
"Villa Rica, Ga.",1
"Vinton, Iowa",1
"Viola, Del",1
"Violet, La.",1
"Virginia Beach, Va",7
"Virginia Beach, Va.",27
"Virginia, Minn.",1
"Visalia, Calif.",1
"Vista, Ca",1
"Volo, Illinois",1
"Waco, N.c.",1
"Waco, Texas",4
"Waco, Tx",1
"Waconia, Minn.",4
"Waddell, Ariz.",1
"Wadena, Minn.",1
"Wadsworth, Oh",1
"Wadsworth, Ohio",1
"Wahiawa, Hawaii",2
"Wahoo, Neb.",3
"Wai'anae, Hawai'i",2
"Waianae, Hawaii",1
"Wailuku, Hawaii",1
"Waimanalo, Hawaii",1
"Waipahu, Hawaii",2
"Waipahu, Hi",1
"Wakarusa, Ind.",1
"Wake Forest, N.c.",2
"Wake Forest, Nc",1
"Walbridge, Oh.",1
"Walcott, Iowa",1
"Waldorf, Md.",1
"Wales, Wis.",2
"Walker, Iowa",1
"Walkersville, Md.",2
"Walkertown, N.c.",1
"Wall, Texas",1
"Walla Walla, Wa",1
"Waller, Texas",2
"Wallingford, Conn.",1
"Wallingford, Pa.",2
"Wallkill, N.y.",1
"Walnut Cove, N.c.",2
"Walnut Creek, Ca.",1
"Walnut, Calif.",1
"Walpahu, Hi.",1
"Walton, Ky.",1
"Wampum, Pa.",1
"Wanamingo, Minn.",1
"Wanamingo, Mn",1
"Wanaque, Nj",1
"Wantagh, N.y.",2
"Wapakoneta, Ohio",2
"Wappingers Falls, Ny",1
"Warm Springs, Va.",1
"Warminster, Pa",2
"Warminster, Pa.",3
"Warner Robins, Ga.",1
"Warren, Nj",1
"Warren, Ohio",1
"Warren, Pa.",1
"Warrens, Wis.",1
"Warrenton, Va.",4
"Warrenville, Ill.",1
"Warrington, Pa.",2
"Warsaw, Ind.",2
"Warsaw, Ohio",1
"Warsaw, Va.",1
"Warwick, Ri",1
"Washington Grove, Md.",1
"Washington, D.c.",4
"Washington, Dc",1
"Washington, Mi",1
"Washington, Mo",1
"Washington, Mo.",5
"Washington, N.j.",1
"Washington, Okla.",1
"Washington, Pa.",2
"Wasilla, Alaska",2
Waterbury,1
"Waterford, Conn.",1
"Waterford, Ny",1
"Waterford, Pa.",1
"Waterford, Wis.",1
"Waterford, Wisc.",1
"Waterloo, Il",1
"Waterloo, Ill.",2
"Waterloo, Iowa",3
"Waterloo, Ny",1
"Waterloo, Ontario",1
Watertown,1
"Watertown, Minn.",3
"Watertown, Ny",1
"Watertown, S.d.",1
"Watertown, Sd",1
"Watertown, Wis.",1
"Watertown, Wisc.",2
"Waterville, Minn.",1
"Watkinsville, Ga.",2
"Watseka, Il",1
"Wauconda, Ill.",1
"Waukee, Iowa",2
"Waukegan, Ill.",1
"Waukesha, Wi",1
"Waukesha, Wi.",1
"Waukesha, Wis.",6
"Waunakee, Wis.",3
"Waupaca, Wi",2
"Waupaca, Wis.",1
"Wausau, Wis.",5
Wauwatosa,1
"Wauwatosa, Wis.",3
"Waverly, Iowa",2
"Waverly, Mo.",1
"Waverly, Neb.",2
"Waverly, Ny",1
"Waxahachie, Texas",10
"Waxahachie, Tx",1
"Waxhaw, N.c.",4
"Waxhaw, Nc",1
"Waymart, Pa.",1
"Wayne, N.j.",1
"Wayne, Nj",2
"Wayne, Pa",1
"Wayne, Pa.",2
"Waynesboro, Pa.",3
"Waynesburg, Pa.",2
"Waynesville, Mo",1
"Waynesville, Mo.",1
"Wayzata, Minn.",3
"Weare, N.h.",1
"Weatherford, Texas",2
"Weatherford, Tx",2
"Webster City, Iowa",1
"Webster, Mass.",1
"Webster, N.y.",3
"Webster, Ny",2
"Webster,Ny",1
"Weldon Spring, Mo.",1
"Welland, Ontario",1
"Wellesley Hills, Mass.",1
"Wellington, Fla.",3
"Wells, Minn.",1
"Wellsboro, Pa.",2
"Wellsburg, W. Va.",1
"Wenatchee, Wa",1
"Wenatchee, Wash.",2
"Wentzville, Mo.",4
"Wernersville, Pa.",1
"Wesley Chapel, Fla.",1
"West Allis, Wis.",1
"West Bend, Wis.",1
"West Bloomfield, Mi",1
"West Bloomfield, Mich.",1
"West Branch, Iowa",1
"West Burlington, Iowa",1
"West Caldwell, Nj",1
"West Chester, Ohio",4
"West Chester, Pa",2
"West Chester, Pa.",6
"West Chicago, Il",1
"West Chicago, Ill.",7
"West Chicago, Illi.",1
"West Columbia, S.c.",2
"West Covina, Ca",1
"West Covina, Calif.",3
"West Creek, N.j.",1
"West Des Moines, Iowa",2
"West Dundee, Ill.",1
"West Falls, N.y.",1
"West Fargo, N.d.",3
"West Friendship, Md",1
"West Friendship, Md.",1
"West Grove, Pa",1
"West Grove, Pa.",1
"West Hartford, Conn.",2
"West Haven, Conn.",1
"West Hempstead, N.y.",2
"West Hills, Ca",1
"West Hills, Calif.",2
"West Jordan, Ut",2
"West Jordan, Utah",4
"West Kelowna, B.c.",1
"West Lawn, Pa.",1
West Liberty Iowa,1
"West Liberty, Iowa",2
"West Linn, Ore.",3
"West Middlesex, Pa.",1
"West Mifflin, Pa",2
"West Mifflin, Pa.",1
"West Ny, Nj",1
"West Nyack, Ny",1
"West Orange, N.j.",1
"West Orange, Nj",2
"West Palm Beach, Fl",1
"West Palm Beach, Fla.",4
"West Park, Fla.",1
"West Point, Iowa",1
"West Point, Ny",1
"West Potomac, Va.",1
"West Sacramento, Calif.",1
"West Salem, Wi",1
"West Sayville, N.y.",1
"West Seneca, Ny",2
"West Union, Ohio",2
"West Valley City, Utah",3
"West Valley, Utah",1
"West Vancouver, B.c.",1
"Westampton, N.j.",2
"Westby, Wis.",1
"Westchester, Ill.",1
"Westchester, Pa",1
"Westerly, R.i.",1
"Western Springs, Ill.",2
"Westerville, Oh.",1
"Westerville, Ohio",11
"Westerville,Oh",1
"Westfield, Ind.",2
"Westfield, Mass.",1
"Westfield, N.j.",1
"Westlake Village, Calif.",1
"Westlake, Ohio",2
"Westland, Mich.",1
"Westminster, Colo.",1
"Westminster, Md",3
"Westminster, Md.",5
"Westmont, Ill.",1
"Weston,  Conn.",1
"Weston, Conn.",3
"Weston, Fl",2
"Weston, Fla.",2
"Westphalia, Mi",1
"Westport, Ct",1
"Westtown, N.y.",1
"Westwood, Mass.",1
"Wethersfield, Conn.",1
"Wetumpka, Ala.",1
"Wexford, Pa",1
"Wexford, Pa.",3
"Wheaton, Ill.",5
"Wheatridge, Colo.",1
"Wheeling, Ill.",2
"Wheeling, W.va.",3
"Whispering Pines, N.c.",2
"Whitby, Ontario",2
"White Bear Lake, Minn.",1
"White Bear Township, Minn.",1
"White Hall, Md.",1
"White House, Tenn.",1
White Lake Mich.,1
"White Lake, Mich.",1
"White Oak, Pa.",1
"White Plains, Md",1
"White Plains, N.y.",3
"White Plains, Ny",1
"Whitefish Bay, Wis.",2
"Whitehall, Mich.",1
"Whitehall, Pa.",1
"Whitehouse, Ohio",1
"Whitehouse, Texas",1
"Whitelake, Mich.",1
"Whitewater, Ks",1
"Whitewater, Wi",1
"Whitewater, Wis.",1
"Whitmore Lake, Mich.",1
Whittier,1
"Whittier, Calif.",2
"Whittset, N.c.",1
"Wichita Falls, Texas",5
"Wichita Falls, Tx",2
"Wichita, Kan.",9
"Wichita, Kansas",3
"Wichita, Ks",7
"Wickliffe, Ohio",1
"Wildomar, Ca",1
"Wildomar, Calif.",2
"Wildwood, Fla.",1
"Wildwood, Mo",2
"Wildwood, Mo.",4
"Wiley Ford,Wv",1
"Wilkes-Barre, Pa",1
"Wilkes-Barre, Pa.",1
"Wilkesboro, N.c.",3
"Willard, Mo",1
"Willemstad, Curaçao",1
"Williamsburg, Iowa",2
"Williamsburg, Kentucky",1
"Williamsburg, Mass.",1
"Williamsburg, Va",1
"Williamsburg, Va.",2
"Williamston, Sc",1
"Williamstown, Mass.",1
"Williamstown, N.j.",3
"Williamstown, Nj",1
"Willis, Texas",1
"Williston Park, N.y.",1
"Williston Park, Ny",1
"Williston, Vt",1
"Willmar, Minn.",2
"Willmar, Mn",1
"Willoughby Hills, Ohio",1
"Willoughby, Ohio",2
"Willow Springs, N.c.",1
"Willowbrook, Il",2
"Willowbrook, Ill.",1
"Wilmette, Ill.",2
"Wilmington, Calif.",1
"Wilmington, De",2
"Wilmington, Del.",9
"Wilmington, Mass.",1
"Wilmington, N.c.",9
"Wilmington, Nc",2
"Wilmore, Kent.",1
"Wilson, N.c.",1
"Wilsonville, Ore.",2
"Wilsonville, Oregon",1
"Wilton, Conn.",2
"Wimberley, Texas",1
"Wimberley, Tx",1
"Winchester, Ca",1
"Winchester, Ma",1
"Winchester, Mass.",2
"Winchester, Oreg.",1
"Winchester, Va",1
"Winchester, Va.",3
"Winder, Ga",1
"Winderemere, Fla.",1
"Windermere, Fla.",7
"Windermere, Fla. / Lake Highland Prep",1
"Windham, Nh",1
"Windom, Minn.",1
"Windsor, Colo.",5
"Windsor, Ny",2
"Winfield, Ill.",2
"Winfield, Iowa",1
"Wingate, N.c.",1
"Winnebago, Ill.",1
"Winnetka, Ill.",1
"Winooski, Vt",1
"Winslow, Ill.",1
"Winston-Salem, N.c.",1
"Winston-Salem, Nc",1
"Winter Garden, Fla.",4
"Winter Haven, Fla.",1
"Winter Park, Fl.",1
"Winter Park, Fla.",5
"Winter Springs, Fl",2
"Winter Springs, Fla.",2
"Winterville, Ga.",1
"Winterville, N.c.",5
"Winterville, Nc",1
"Wisconsin Rapids, Wi",1
"Wise, Va.",1
"Wolcott, Conn.",1
"Wonder Lake, Ill.",1
"Wood Dale, Il",1
"Woodbine, Md.",1
"Woodbridge, Va",2
"Woodbridge, Va.",7
"Woodbury, Minn.",5
"Woodbury, Mn",2
"Woodbury, Mn.",1
"Woodhaven, Ny",1
"Woodinville, Wash.",1
"Woodland Hills, Ca",1
"Woodland Hills, Calif.",1
"Woodland Park , Nj",1
"Woodland Park, Co",1
"Woodland Park, Colo.",1
"Woodland Park, N.j.",1
"Woodland, Calif.",1
"Woodland, Wash.",1
"Woodlawn, Il",1
"Woodlawn, Tx",1
"Woodleaf, N.c.",1
"Woodridge, Ill.",1
"Woods Cross, Utah",2
"Woodside, Calif.",1
"Woodstock, Ga",1
"Woodstock, Ga.",6
"Woodstock, Il",1
"Woodstock, Ill.",2
"Woodstock, Md.",1
Wooster,2
"Wooster, Oh",1
"Wooster, Oh.",1
"Wooster, Ohio",3
"Worcester, Ma",1
"Worcester, Mass.",1
"Worthington, Ohio",2
"Wrentham, Mass.",2
"Wrightwood, Calif.",1
"Wyalusing, Pa",1
"Wyalusing, Pa.",1
"Wylie, Tex.",1
"Wylie, Texas",8
"Wylie, Tx",1
"Wynantskill, Ny",1
"Wynne, Arkansas",1
"Wynnewood, Pa",1
"Wyoming, Minn.",1
"Wyoming, Ohio",2
"Wyomissing, Pa",1
"Wyomissing, Pa.",1
"Wytheville, Va",1
"Yabucoa, Puerto Rico",1
"Yakima, Wa",1
"Yakima, Wash.",3
"Yaounde, Cameroon",1
"Yaphank, Ny",1
"Yardley, Pa.",3
"Yatesville, Pa.",1
"Yonkers, N.y.",5
"Yonkers, Ny",1
"Yorba Linda, Calif.",9
"York, Neb.",1
"York, Pa",2
"York, Pa.",13
"York, S.c.",2
"Yorktown Heights, N.y.",1
"Yorktown Heights, Ny",2
"Yorktown, In",1
"Yorktown, Ind.",4
"Yorktown, Va",2
"Yorktown, Va.",6
"Yorkville, Il",2
"Yorkville, Ill.",4
"Youngstown, Ny",1
"Youngstown, Oh",2
"Youngstown, Ohio",1
"Ypsilanti, Mi",1
"Ypsilanti, Mich.",1
"Yuba City, Calif.",2
"Yukon, Ok",1
"Yukon, Okla.",3
"Yulee, Fla.",1
"Zachary, La.",2
"Zadar, Croatia",1
"Zagreb, Croatia",2
"Zanesville, Ohio",3
"Zeeland, Mi",1
"Zelienople, Pa.",1
"Zionsville, Ind.",5
"Zionsville, Pa.",1
"Zumbrota, Minn.",1
"‘Aiea, O‘ahu",1
